,datadate,tic,prccd,prcod,prchd,prcld,cshtrd,
14846,20210602,GBPJPY,155.262,154.921,155.5045,154.8135,206952,
14847,20210603,GBPJPY,155.5785,155.262,155.818,155.196,233553,
14848,20210604,GBPJPY,155.072,155.5785,155.7615,154.973,235165,
14850,20210607,GBPJPY,154.9515,155.1085,155.2815,154.5515,193247,
14851,20210608,GBPJPY,155.018,154.9515,155.095,154.5565,193733,
14852,20210609,GBPJPY,154.763,155.018,155.317,154.483,176992,
14853,20210610,GBPJPY,155,154.763,155.219,154.133,238842,
14854,20210611,GBPJPY,154.7925,155,155.2105,154.6055,187684,
14856,20210614,GBPJPY,155.3455,154.654,155.403,154.317,187462,
14857,20210615,GBPJPY,155.0325,155.3455,155.4875,154.5365,210012,
14858,20210616,GBPJPY,154.8685,155.0325,155.3825,154.6745,294526,
14859,20210617,GBPJPY,153.5075,154.8685,155.049,153.146,302809,
14860,20210618,GBPJPY,152.1025,153.5075,153.7785,151.9865,298963,
14861,20210621,GBPJPY,153.665,152.1025,153.7635,151.319,324552,
14862,20210622,GBPJPY,154.3495,153.665,154.4965,153.097,242729,
14863,20210623,GBPJPY,154.934,154.3495,155.1565,154.1755,245932,
14864,20210624,GBPJPY,154.3515,154.934,155.161,153.829,261802,
14865,20210625,GBPJPY,153.7895,154.3515,154.538,153.6005,216053,
14866,20210628,GBPJPY,153.581,153.7895,154.23,153.3895,207968,
14867,20210629,GBPJPY,152.92,153.581,153.654,152.615,211553,
14868,20210630,GBPJPY,153.6535,152.92,153.7645,152.664,252365,
14869,20210701,GBPJPY,153.514,153.6535,153.9725,153.3555,232977,
14870,20210702,GBPJPY,153.55,153.514,153.7415,153.082,243785,
14872,20210705,GBPJPY,153.647,153.5225,153.777,153.429,190344,
14873,20210706,GBPJPY,152.699,153.647,154.075,152.359,272804,
14874,20210707,GBPJPY,152.692,152.699,153.174,152.2915,292948,
14875,20210708,GBPJPY,151.312,152.692,152.823,150.6705,352875,
14876,20210709,GBPJPY,153.1235,151.312,153.134,151.136,293044,
14878,20210712,GBPJPY,153.284,153.0915,153.377,152.414,200058,
14879,20210713,GBPJPY,152.8185,153.284,153.489,152.416,221443,
14880,20210714,GBPJPY,152.4185,152.8185,153.3,152.341,236375,
14881,20210715,GBPJPY,151.905,152.4185,152.8075,151.6105,253854,
14882,20210716,GBPJPY,151.5365,151.905,152.614,151.4275,222011,
14884,20210719,GBPJPY,149.6565,151.602,151.6535,149.331,312484,
14885,20210720,GBPJPY,149.723,149.6565,149.9785,148.46,251245,
14886,20210721,GBPJPY,151.229,149.723,151.348,149.2915,256787,
14887,20210722,GBPJPY,151.653,151.229,151.9205,150.7405,376093,
14888,20210723,GBPJPY,151.996,151.653,152.166,151.4735,315824,
14890,20210726,GBPJPY,152.5475,152.035,152.6105,151.406,333461,
14891,20210727,GBPJPY,152.3725,152.5475,152.64,151.5775,303749,
14892,20210728,GBPJPY,152.805,152.3725,152.996,152.184,241038,
14893,20210729,GBPJPY,152.8235,152.805,153.446,152.518,195752,
14894,20210730,GBPJPY,152.533,152.8235,153.218,152.415,190905,
14896,20210802,GBPJPY,151.7685,152.5175,152.861,151.538,178615,
14897,20210803,GBPJPY,151.755,151.7685,152.2025,151.1705,184709,
14898,20210804,GBPJPY,152.053,151.755,152.515,151.5185,192637,
14899,20210805,GBPJPY,152.923,152.053,153.032,152.0085,199717,
14900,20210806,GBPJPY,152.933,152.923,153.251,152.658,171791,
14902,20210809,GBPJPY,152.696,153.118,153.146,152.5805,176134,
14903,20210810,GBPJPY,153.0975,152.696,153.317,152.603,152688,
14904,20210811,GBPJPY,153.19,153.0975,153.3025,152.827,174359,
14905,20210812,GBPJPY,152.4615,153.19,153.24,152.3305,141541,
14906,20210813,GBPJPY,151.98,152.4615,152.619,151.9305,132688,
14907,20210816,GBPJPY,151.2965,151.98,152.2105,150.9255,156921,
14908,20210817,GBPJPY,150.64,151.2965,151.375,150.3565,169072,
14909,20210818,GBPJPY,150.9985,150.64,151.413,150.364,159049,
14910,20210819,GBPJPY,149.679,150.9985,151.217,149.572,208585,
14911,20210820,GBPJPY,149.57,149.679,149.888,149.187,157221,
14913,20210823,GBPJPY,150.4895,149.5055,150.761,149.383,150732,
14914,20210824,GBPJPY,150.547,150.4895,151.016,150.0595,140456,
14915,20210825,GBPJPY,151.504,150.547,151.5305,150.441,148134,
14916,20210826,GBPJPY,150.817,151.504,151.599,150.614,173766,
14917,20210827,GBPJPY,151.1645,150.817,151.524,150.462,192393,
14919,20210830,GBPJPY,151.253,151.174,151.3165,150.951,114172,
14920,20210831,GBPJPY,151.338,151.253,151.595,151.065,195423,
14921,20210901,GBPJPY,151.4935,151.338,151.953,151.2465,169087,
14922,20210902,GBPJPY,152.098,151.4935,152.216,151.3525,131516,
14923,20210903,GBPJPY,151.9715,152.098,152.299,151.785,202097,
14925,20210906,GBPJPY,151.9935,152.155,152.302,151.8005,123290,
14926,20210907,GBPJPY,152.023,151.9935,152.2245,151.5,183228,
14927,20210908,GBPJPY,151.837,152.023,152.126,151.4635,190907,
14928,20210909,GBPJPY,151.7955,151.837,152.1695,151.4245,210776,
14929,20210910,GBPJPY,152.007,151.7955,152.6415,151.745,176450,
14930,20210913,GBPJPY,152.2075,152.007,152.329,151.885,188840,
14931,20210914,GBPJPY,151.4535,152.2075,152.8535,151.328,205479,
14932,20210915,GBPJPY,151.3905,151.4535,151.599,150.831,191256,
14933,20210916,GBPJPY,151.3915,151.3905,151.5775,150.876,179903,
14934,20210917,GBPJPY,151.0415,151.3915,151.9325,150.9425,195316,
14935,20210919,GBPJPY,151.1075,151.0415,151.149,151.0705,9,
14936,20210920,GBPJPY,149.422,151.1075,151.222,149.1815,205653,
14937,20210921,GBPJPY,149.1985,149.422,150.1395,148.954,238674,
14938,20210922,GBPJPY,149.5085,149.1985,149.962,149.0205,279992,
14939,20210923,GBPJPY,151.37,149.5085,151.4845,149.421,229821,
14940,20210924,GBPJPY,151.41,151.37,151.737,151.0025,202493,
14941,20210926,GBPJPY,151.236,151.41,151.301,151.177,94,
14942,20210927,GBPJPY,152.068,151.236,152.2,151.124,222918,
14943,20210928,GBPJPY,150.931,152.068,152.573,150.5435,293973,
14944,20210929,GBPJPY,150.325,150.931,151.198,149.9135,289584,
14945,20210930,GBPJPY,149.9565,150.325,150.954,149.807,286124,
14946,20211001,GBPJPY,150.45,149.9565,150.7455,149.2285,349992,
14948,20211004,GBPJPY,150.957,150.4285,151.5275,150.1875,283553,
14949,20211005,GBPJPY,151.883,150.957,152.0605,150.748,265968,
14950,20211006,GBPJPY,151.307,151.883,152.1625,150.8145,326817,
14951,20211007,GBPJPY,151.974,151.307,152.117,151.0355,179253,
14952,20211008,GBPJPY,152.818,151.974,152.9415,151.9205,207701,
14954,20211011,GBPJPY,154.062,152.8455,154.513,152.706,174971,
14955,20211012,GBPJPY,154.364,154.062,154.8285,153.6845,220638,
14956,20211013,GBPJPY,154.702,154.364,154.9585,154.1135,217505,
14957,20211014,GBPJPY,155.4305,154.702,155.746,154.623,168428,
14958,20211015,GBPJPY,157.096,155.4305,157.4225,155.4,233379,
14960,20211018,GBPJPY,156.9275,157.074,157.3835,156.6175,239875,
14961,20211019,GBPJPY,157.7615,156.9275,158.0605,156.8435,209264,
14962,20211020,GBPJPY,158.0215,157.7615,158.222,157.0155,224774,
14963,20211021,GBPJPY,157.2195,158.0215,158.208,156.7795,227576,
14964,20211022,GBPJPY,156.1305,157.2195,157.665,155.9305,239029,
14966,20211025,GBPJPY,156.497,156.0845,156.8235,156.017,201209,
14967,20211026,GBPJPY,157.163,156.497,157.7755,156.4585,181415,
14968,20211027,GBPJPY,156.4195,157.163,157.2805,155.705,230634,
14969,20211028,GBPJPY,156.65,156.4195,156.718,155.917,254208,
14970,20211029,GBPJPY,156.139,156.65,157.1035,155.7875,243344,
14972,20211101,GBPJPY,155.765,156.128,156.497,155.611,202167,
14973,20211102,GBPJPY,155.1215,155.765,155.9625,154.665,207832,
14974,20211103,GBPJPY,156.0485,155.1215,156.088,154.9675,214538,
14975,20211104,GBPJPY,153.563,156.0485,156.252,153.122,240550,
14976,20211105,GBPJPY,153.057,153.563,153.7835,152.812,233496,
14978,20211108,GBPJPY,153.574,152.8145,153.6575,152.7015,194691,
14979,20211109,GBPJPY,153.016,153.574,153.6545,152.739,220799,
14980,20211110,GBPJPY,152.6945,153.016,153.749,152.58,256819,
14981,20211111,GBPJPY,152.5345,152.6945,153.0185,152.3935,189821,
14982,20211112,GBPJPY,152.7675,152.5345,152.9395,152.3785,176571,
14983,20211114,GBPJPY,152.861,152.7675,152.9195,152.7645,65,
14984,20211115,GBPJPY,153.1,152.861,153.2845,152.629,174293,
14985,20211116,GBPJPY,154.2055,153.1,154.2235,153.002,214689,
14986,20211117,GBPJPY,153.9255,154.2055,154.7505,153.7375,232887,
14987,20211118,GBPJPY,154.232,153.9255,154.279,153.712,209397,
14988,20211119,GBPJPY,153.3185,154.232,154.454,152.524,277382,
14989,20211121,GBPJPY,153.278,153.3185,153.347,153.1965,102,
14990,20211122,GBPJPY,153.906,153.278,154.0605,153.1275,229972,
14991,20211123,GBPJPY,154.039,153.906,154.22,153.2845,252365,
14992,20211124,GBPJPY,153.8375,154.039,154.1585,153.373,256843,
14993,20211125,GBPJPY,153.6885,153.8375,154.0665,153.4155,220214,
14994,20211126,GBPJPY,151.493,153.6885,153.7435,150.7125,401109,
14996,20211129,GBPJPY,151.1495,151.6725,151.9235,150.695,305209,
14997,20211130,GBPJPY,150.5315,151.1495,151.6335,149.7305,422833,
14998,20211201,GBPJPY,149.746,150.5315,151.4425,149.623,317378,
14999,20211202,GBPJPY,150.5845,149.746,150.802,149.5495,305944,
15000,20211203,GBPJPY,149.2835,150.5845,150.7585,148.9775,276787,
15002,20211206,GBPJPY,150.5125,149.158,150.6085,149.151,217758,
15003,20211207,GBPJPY,150.4025,150.5125,151.132,150.125,199840,
15004,20211208,GBPJPY,150.113,150.4025,150.701,149.356,238258,
15005,20211209,GBPJPY,150.0095,150.113,150.3195,149.492,185758,
15006,20211210,GBPJPY,150.468,150.0095,150.523,149.675,198062,
15008,20211213,GBPJPY,150.113,150.122,150.759,149.873,178485,
15009,20211214,GBPJPY,150.477,150.113,150.6085,149.7665,174133,
15010,20211215,GBPJPY,151.251,150.477,151.322,150.2805,222603,
15011,20211216,GBPJPY,151.4215,151.251,152.639,151.095,250295,
15012,20211217,GBPJPY,150.515,151.4215,151.7225,150.43,227209,
15014,20211220,GBPJPY,150.0715,150.4685,150.59,149.5305,224836,
15015,20211221,GBPJPY,151.367,150.0715,151.434,149.8945,161549,
15016,20211222,GBPJPY,152.329,151.367,152.585,151.1035,145645,
15017,20211223,GBPJPY,153.427,152.329,153.7105,152.252,124933,
15018,20211224,GBPJPY,153.2025,153.427,153.609,153.07,228642,
15020,20211227,GBPJPY,154.42,153.1715,154.475,153.1155,98787,
15021,20211228,GBPJPY,154.2255,154.42,154.5855,154.007,96917,
15022,20211229,GBPJPY,155.071,154.2255,155.1705,154.0595,125226,
15023,20211230,GBPJPY,155.3635,155.071,155.671,154.9225,100358,
15024,20211231,GBPJPY,155.762,155.3635,156.0195,155.0015,104095,
15025,20220103,GBPJPY,155.466,155.762,155.926,154.89,133853,
15026,20220104,GBPJPY,157.1245,155.466,157.4325,155.3,170163,
15027,20220105,GBPJPY,157.397,157.1245,157.7705,156.5815,169807,
15028,20220106,GBPJPY,156.7325,157.397,157.489,156.0905,190109,
15029,20220107,GBPJPY,157.0015,156.7325,157.193,156.6875,164937,
15031,20220110,GBPJPY,156.44,157.1135,157.3805,155.951,163463,
15032,20220111,GBPJPY,157.2085,156.44,157.3155,156.3175,196924,
15033,20220112,GBPJPY,157.0425,157.2085,157.712,156.762,187415,
15034,20220113,GBPJPY,156.5015,157.0425,157.462,156.313,183386,
15035,20220114,GBPJPY,156.2075,156.5015,156.6775,155.4615,240065,
15037,20220117,GBPJPY,156.433,156.1105,156.7225,156.0525,122169,
15038,20220118,GBPJPY,155.7955,156.433,156.91,155.4805,233762,
15039,20220119,GBPJPY,155.626,155.7955,156.2355,155.4075,200181,
15040,20220120,GBPJPY,155.1585,155.626,156.0665,155.1185,206403,
15041,20220121,GBPJPY,154.08,155.1585,155.256,153.91,248931,
15043,20220125,GBPJPY,153.7685,153.7165,154.017,153.1215,281802,
15044,20220126,GBPJPY,154.3665,153.7685,154.7475,153.676,267143,
15045,20220127,GBPJPY,154.3955,154.3665,154.721,153.8245,642280,
15046,20220128,GBPJPY,154.4035,154.3955,154.9645,154.096,289493,
15048,20220131,GBPJPY,154.788,154.464,155.3355,154.373,228258,
15049,20220201,GBPJPY,155.096,154.797,155.211,154.492,210905,
15050,20220202,GBPJPY,155.418,155.15,155.4595,154.811,195574,
15051,20220203,GBPJPY,156.332,155.392,156.51,155.0495,261261,
15052,20220204,GBPJPY,155.8525,156.3345,156.5045,155.5655,254401,
15054,20220207,GBPJPY,155.8145,156.115,156.3265,155.1395,209250,
15055,20220208,GBPJPY,156.479,155.809,156.7215,155.625,188429,
15056,20220209,GBPJPY,156.3175,156.489,156.8575,156.197,169440,
15057,20220210,GBPJPY,157.293,156.389,158.07,156.252,263281,
15058,20220211,GBPJPY,156.5855,157.3365,157.7245,155.867,312686,
15060,20220214,GBPJPY,156.275,156.378,156.868,155.3085,317532,
15061,20220215,GBPJPY,156.5025,156.313,156.8275,155.9705,242818,
15062,20220216,GBPJPY,156.886,156.513,157.1175,156.355,246262,
15063,20220217,GBPJPY,156.4915,156.885,157.0775,156.053,303455,
15064,20220218,GBPJPY,156.3615,156.4935,157.2935,156.2165,233482,
15066,20220221,GBPJPY,156.073,156.376,156.753,156.005,205364,
15067,20220222,GBPJPY,156.358,156.0715,156.5115,155.516,317992,
15068,20220223,GBPJPY,155.773,156.3585,156.779,155.6085,202529,
15069,20220224,GBPJPY,154.5325,155.77,155.894,153.372,569832,
15070,20220225,GBPJPY,154.9655,154.532,155.184,154.1575,348478,
15072,20220228,GBPJPY,154.3115,153.939,154.999,153.874,379163,
15073,20220301,GBPJPY,153.124,154.3295,154.6945,152.6645,309583,
15074,20220302,GBPJPY,154.867,153.1135,154.924,152.8175,347576,
15075,20220303,GBPJPY,154.1175,154.863,155.2325,153.867,269511,
15076,20220304,GBPJPY,152.015,154.1245,154.235,151.471,375085,
15078,20220307,GBPJPY,151.1325,152.0795,152.2355,151.04,436801,
15079,20220308,GBPJPY,151.536,151.133,152.014,150.982,408852,
15080,20220309,GBPJPY,152.7445,151.5515,152.8025,151.4305,299199,
15081,20220310,GBPJPY,151.9805,152.6915,153.0015,151.883,321563,
15082,20220311,GBPJPY,152.956,151.98,153.405,151.9455,314323,
15084,20220314,GBPJPY,153.6625,153.062,154.193,152.892,260386,
15085,20220315,GBPJPY,154.2555,153.658,154.6925,153.2285,307429,
15086,20220316,GBPJPY,156.13,154.2975,156.1735,154.174,289176,
15087,20220317,GBPJPY,155.93,156.1325,156.6175,155.891,177781,
15088,20220318,GBPJPY,157.029,155.932,157.2295,155.862,235612,
15089,20220321,GBPJPY,157.3175,157.0195,157.512,156.3805,232216,
15090,20220322,GBPJPY,160.22,157.312,160.253,157.2285,319640,
15091,20220323,GBPJPY,159.976,160.195,161.107,159.0395,271457,
15092,20220324,GBPJPY,161.361,159.962,161.4295,159.5925,303720,
15093,20220325,GBPJPY,160.9475,161.368,161.4995,159.856,331826,
15095,20220328,GBPJPY,162.178,161.023,164.657,160.7705,473441,
15096,20220329,GBPJPY,160.9105,162.162,162.725,160.26,511874,
15097,20220330,GBPJPY,160.0205,160.831,161.375,159.0485,460048,
15098,20220331,GBPJPY,159.8775,160.0205,160.8905,159.442,424869,
15099,20220401,GBPJPY,160.721,159.8625,161.192,159.819,383640,
15101,20220404,GBPJPY,161.0295,160.613,161.3105,160.281,252208,
15102,20220405,GBPJPY,161.5885,161.0275,161.977,160.5065,278619,
15103,20220406,GBPJPY,161.7725,161.5965,162.2825,161.513,332136,
15104,20220407,GBPJPY,162.069,161.7655,162.2735,161.404,273372,
15105,20220408,GBPJPY,162.018,162.0685,162.364,161.6455,239946,
15107,20220411,GBPJPY,163.354,161.797,163.852,161.717,296356,
15108,20220412,GBPJPY,162.996,163.3485,163.633,162.795,378367,
15109,20220413,GBPJPY,164.8165,163.0065,164.8605,162.9465,316927,
15110,20220414,GBPJPY,164.5385,164.7315,164.888,164.0345,289782,
15111,20220415,GBPJPY,165.079,164.5855,165.495,164.445,344145,
15113,20220418,GBPJPY,165.252,165.0225,165.4355,164.642,195280,
15114,20220419,GBPJPY,167.5525,165.254,167.616,165.202,332429,
15115,20220420,GBPJPY,167.118,167.5485,168.437,166.448,396782,
15116,20220421,GBPJPY,167.2585,167.1195,167.914,166.955,370329,
15117,20220422,GBPJPY,165.0735,167.259,167.596,164.8045,369653,
15118,20220425,GBPJPY,163.2415,164.9045,165.3285,162.059,565612,
15119,20220426,GBPJPY,159.987,163.2415,163.605,159.955,499148,
15120,20220427,GBPJPY,161.0955,159.984,161.393,159.638,438319,
15121,20220428,GBPJPY,162.949,161.173,164.259,160.8905,548731,
15122,20220429,GBPJPY,163.2655,163.058,163.995,162.406,426005,
15123,20220502,GBPJPY,162.6075,163.327,163.909,162.29,362584,
15124,20220503,GBPJPY,162.6625,162.596,163.4185,162.3565,339950,
15125,20220504,GBPJPY,163.083,162.653,163.1905,162.0205,292222,
15126,20220505,GBPJPY,160.946,163.0255,163.586,160.472,509653,
15127,20220506,GBPJPY,161.1055,160.9755,161.6105,160.321,467030,
15129,20220509,GBPJPY,160.6735,161.194,162.1915,160.1625,472538,
15130,20220510,GBPJPY,160.6745,160.672,161.523,160.044,478362,
15131,20220511,GBPJPY,159.179,160.6725,161.3125,158.838,451496,
15132,20220512,GBPJPY,156.5655,159.171,159.3205,155.5985,554760,
15133,20220513,GBPJPY,158.49,156.5725,158.5165,156.4975,449735,
15135,20220516,GBPJPY,159.123,158.264,159.285,157.434,431909,
15136,20220517,GBPJPY,161.6055,159.1195,161.8555,158.796,439702,
15137,20220518,GBPJPY,158.2595,161.6,161.7855,158.063,370357,
15138,20220519,GBPJPY,159.368,158.2825,159.926,157.8835,495360,
15139,20220520,GBPJPY,159.808,159.362,160.204,158.7345,427611,
15141,20220523,GBPJPY,161.0245,159.63,161.0515,159.412,400719,
15142,20220524,GBPJPY,158.9555,161.0145,161.0415,157.9945,456014,
15143,20220525,GBPJPY,160.1305,158.951,160.3085,158.3945,413860,
15144,20220526,GBPJPY,160.19,160.117,160.835,159.023,380287,
15145,20220527,GBPJPY,160.5675,160.2275,160.6765,159.826,323925,
15146,20220530,GBPJPY,161.4345,160.4045,161.5315,160.299,286263,
15147,20220531,GBPJPY,162.107,161.3615,162.3625,160.9445,446061,
15148,20220601,GBPJPY,162.494,162.1015,163.323,161.9735,401775,
15149,20220602,GBPJPY,163.3295,162.491,163.4245,162.113,324989,
15150,20220603,GBPJPY,163.4235,163.3225,164.103,163.0675,317558,
15151,20220606,GBPJPY,165.266,163.4025,165.4735,162.9125,333303,
15152,20220607,GBPJPY,166.9605,165.2705,167.1145,165.219,439446,
15153,20220608,GBPJPY,168.2775,166.96,168.542,166.8875,439336,
15154,20220609,GBPJPY,167.845,168.272,168.735,166.699,497295,
15155,20220610,GBPJPY,165.528,167.847,168.0895,165.1735,495442,
15157,20220613,GBPJPY,163.099,165.5605,166.1345,162.2565,623285,
15158,20220614,GBPJPY,162.54,163.149,164.328,161.3385,642290,
15159,20220615,GBPJPY,162.974,162.538,163.169,161.727,762318,
15160,20220616,GBPJPY,163.259,162.9845,163.805,159.9965,753501,
15161,20220617,GBPJPY,164.878,163.271,166.23,162.973,738860,
15162,20220620,GBPJPY,165.4745,165.001,165.6625,164.4815,431719,
15163,20220621,GBPJPY,167.794,165.4015,167.8405,165.32,459161,
15164,20220622,GBPJPY,167.0465,167.797,167.8865,165.77,563341,
15165,20220623,GBPJPY,165.4975,167.068,167.1035,164.6575,602868,
15166,20220624,GBPJPY,165.9885,165.5,166.3085,164.808,467906,
15167,20220627,GBPJPY,166.1605,165.79,166.537,165.136,498059,
15168,20220628,GBPJPY,165.8615,166.167,166.9435,165.7265,515545,
15169,20220629,GBPJPY,165.598,165.8555,166.3455,165.4045,586075,
15170,20220630,GBPJPY,165.2665,165.584,165.8315,164.811,548241,
15171,20220701,GBPJPY,163.6265,165.269,165.373,161.576,557246,
15172,20180102,CHFJPY,115.57,115.6385,115.844,115.3055,106180,
15173,20180103,CHFJPY,115.1475,115.57,115.5995,114.723,124377,
15174,20180104,CHFJPY,115.7735,115.1475,115.847,115.0975,129838,
15175,20180105,CHFJPY,115.998,115.7735,116.163,115.6355,133374,
15176,20180107,CHFJPY,116.028,115.998,116.0685,115.8645,656,
15177,20180108,CHFJPY,115.7285,116.028,116.1365,115.449,107478,
15178,20180109,CHFJPY,114.629,115.7285,115.825,114.3,149455,
15179,20180110,CHFJPY,113.9105,114.629,114.677,113.6685,207797,
15180,20180111,CHFJPY,114.007,113.9105,114.507,113.749,198065,
15181,20180112,CHFJPY,114.7375,114.007,114.88,113.849,224030,
15182,20180114,CHFJPY,114.7465,114.7375,114.869,114.677,653,
15183,20180115,CHFJPY,114.776,114.7465,115.176,114.4245,182876,
15184,20180116,CHFJPY,115.1195,114.776,115.2245,114.5565,208973,
15185,20180117,CHFJPY,115.2465,115.1195,115.579,114.7945,241291,
15186,20180118,CHFJPY,115.8605,115.2465,116.012,115.1445,218671,
15187,20180119,CHFJPY,114.941,115.8605,115.9725,114.89,212417,
15188,20180121,CHFJPY,115.0615,114.941,115.176,114.941,1212,
15189,20180122,CHFJPY,115.3265,115.0615,115.441,114.9425,171983,
15190,20180123,CHFJPY,115.1825,115.3265,115.498,114.7925,200997,
15191,20180124,CHFJPY,115.57,115.1825,115.8455,114.9915,255747,
15192,20180125,CHFJPY,116.266,115.57,117.025,115.382,383014,
15193,20180126,CHFJPY,116.3215,116.266,116.954,115.7995,317434,
15194,20180129,CHFJPY,116.215,116.3215,116.5515,116.0355,264469,
15195,20180130,CHFJPY,116.4005,116.215,116.667,115.781,277059,
15196,20180131,CHFJPY,117.255,116.4005,117.5125,116.2765,284955,
15197,20180201,CHFJPY,118.0905,117.255,118.133,117.143,264948,
15198,20180202,CHFJPY,118.293,118.0905,118.562,117.987,305808,
15199,20180204,CHFJPY,118.1275,118.293,118.187,118.03,991,
15200,20180205,CHFJPY,117.1105,118.1275,118.318,116.764,325505,
15201,20180206,CHFJPY,117.0585,117.1105,117.301,116.277,502398,
15202,20180207,CHFJPY,115.7395,117.0585,117.245,115.6235,304838,
15203,20180208,CHFJPY,116.1665,115.7395,116.623,115.714,368920,
15204,20180209,CHFJPY,115.8155,116.1665,116.656,115.1585,385297,
15206,20180212,CHFJPY,115.6895,115.8295,116.0565,115.515,229270,
15207,20180213,CHFJPY,115.32,115.6895,115.8645,114.9865,244975,
15208,20180214,CHFJPY,115.138,115.32,115.4315,114.346,321259,
15209,20180215,CHFJPY,115.1075,115.138,115.442,114.588,305791,
15210,20180216,CHFJPY,114.596,115.1075,115.3065,114.461,268693,
15211,20180218,CHFJPY,114.763,114.596,114.763,114.596,56,
15212,20180219,CHFJPY,114.7155,114.763,114.9475,114.4165,147714,
15213,20180220,CHFJPY,114.6595,114.7155,114.935,114.5235,204703,
15214,20180221,CHFJPY,114.7835,114.6595,115.115,114.53,251596,
15215,20180222,CHFJPY,114.4425,114.7835,114.788,114.0825,224763,
15216,20180223,CHFJPY,114.149,114.4425,114.629,113.785,175341,
15218,20180226,CHFJPY,113.9985,114.4415,114.3445,113.8485,187175,
15219,20180227,CHFJPY,114.306,113.9985,114.468,113.963,220355,
15220,20180228,CHFJPY,112.9455,114.306,114.4465,112.7985,224644,
15221,20180301,CHFJPY,112.8035,112.9455,113.2395,112.3835,262974,
15222,20180302,CHFJPY,112.7305,112.8035,112.925,112.349,271262,
15224,20180305,CHFJPY,113.003,112.6925,113.0145,112.3075,249904,
15225,20180306,CHFJPY,112.8295,113.003,113.489,112.6085,234470,
15226,20180307,CHFJPY,112.423,112.8295,112.91,112.1245,260841,
15227,20180308,CHFJPY,111.6795,112.423,112.581,111.51,222969,
15228,20180309,CHFJPY,112.2835,111.6795,112.731,111.5935,219055,
15230,20180312,CHFJPY,112.301,112.207,112.522,112.0435,159871,
15231,20180313,CHFJPY,112.893,112.301,113.254,112.1815,212253,
15232,20180314,CHFJPY,112.5245,112.893,113.0835,112.1105,188391,
15233,20180315,CHFJPY,111.764,112.5245,112.568,111.576,190268,
15234,20180316,CHFJPY,111.301,111.764,111.8245,111.1635,191415,
15235,20180318,CHFJPY,111.198,111.301,111.2775,111.1735,76,
15236,20180319,CHFJPY,111.566,111.198,111.6985,110.8205,190159,
15237,20180320,CHFJPY,111.383,111.566,112.109,111.339,195705,
15238,20180321,CHFJPY,111.6675,111.383,111.8695,111.237,201304,
15239,20180322,CHFJPY,110.9155,111.6675,111.799,110.856,274522,
15240,20180323,CHFJPY,110.5555,110.9155,111.0795,110.4485,286572,
15241,20180325,CHFJPY,110.4855,110.5555,110.567,110.3625,138,
15242,20180326,CHFJPY,111.471,110.4855,111.606,110.4405,195348,
15243,20180327,CHFJPY,111.2655,111.471,111.9775,111.2315,215202,
15244,20180328,CHFJPY,111.6535,111.2655,111.749,110.927,225828,
15245,20180329,CHFJPY,111.273,111.6535,111.7135,110.998,188581,
15246,20180330,CHFJPY,111.4235,111.273,111.5105,111.1005,64794,
15248,20180402,CHFJPY,110.875,111.4225,111.6385,110.6565,144487,
15249,20180403,CHFJPY,111.177,110.875,111.3385,110.6795,187339,
15250,20180404,CHFJPY,111.129,111.177,111.3205,110.6125,146837,
15251,20180405,CHFJPY,111.442,111.129,111.641,111.09,133686,
15252,20180406,CHFJPY,111.5035,111.442,111.808,111.22,182807,
15253,20180408,CHFJPY,111.607,111.5035,111.6415,111.3245,410,
15254,20180409,CHFJPY,111.668,111.607,111.955,111.339,118551,
15255,20180410,CHFJPY,112.035,111.668,112.285,111.5425,147745,
15256,20180411,CHFJPY,111.511,112.035,112.1085,111.414,176466,
15257,20180412,CHFJPY,111.5145,111.511,111.6365,111.063,180655,
15258,20180413,CHFJPY,111.6,111.5145,112.1175,111.4045,161040,
15260,20180416,CHFJPY,111.581,111.7665,111.948,111.248,136469,
15261,20180417,CHFJPY,110.741,111.581,111.649,110.5985,141425,
15262,20180418,CHFJPY,110.7015,110.741,111.0225,110.6625,160123,
15263,20180419,CHFJPY,110.5325,110.7015,111.121,110.3725,166796,
15264,20180420,CHFJPY,110.413,110.5325,110.8535,110.292,137439,
15266,20180423,CHFJPY,111.1235,110.5155,111.143,110.358,144411,
15267,20180424,CHFJPY,111.163,111.1235,111.5655,110.939,177324,
15268,20180425,CHFJPY,111.2895,111.163,111.3275,110.9065,179385,
15269,20180426,CHFJPY,110.5255,111.2895,111.4095,110.5,154409,
15270,20180427,CHFJPY,110.4045,110.5255,110.6075,110.242,171272,
15272,20180430,CHFJPY,110.348,110.3925,110.6155,110.178,116004,
15273,20180501,CHFJPY,110.2825,110.348,110.4915,110.123,124804,
15274,20180502,CHFJPY,110.0925,110.2825,110.5125,109.923,172297,
15275,20180503,CHFJPY,109.4735,110.0925,110.1405,109.086,181140,
15276,20180504,CHFJPY,109.0805,109.4735,109.504,108.679,139117,
15278,20180507,CHFJPY,108.803,109.0845,109.178,108.703,136358,
15279,20180508,CHFJPY,108.9355,108.803,109.2,108.5115,158370,
15280,20180509,CHFJPY,109.1735,108.9355,109.5995,108.8245,171803,
15281,20180510,CHFJPY,109.0745,109.1735,109.55,109.0625,198212,
15282,20180511,CHFJPY,109.331,109.0745,109.474,108.887,172009,
