,datadate,tic,prccd,prcod,prchd,prcld,cshtrd,
15284,20180514,CHFJPY,109.6085,109.414,109.971,109.2495,153149,
15285,20180515,CHFJPY,110.2045,109.6085,110.426,109.5155,172808,
15286,20180516,CHFJPY,110.257,110.2045,110.4305,109.923,196632,
15287,20180517,CHFJPY,110.5905,110.257,110.6735,110.1435,158786,
15288,20180518,CHFJPY,111.016,110.5905,111.199,110.541,149460,
15289,20180520,CHFJPY,111.2345,111.016,111.3665,111.016,473,
15290,20180521,CHFJPY,111.356,111.2345,111.5095,111.0325,154896,
15291,20180522,CHFJPY,111.7085,111.356,111.918,111.2195,164307,
15292,20180523,CHFJPY,110.5545,111.7085,111.7575,110.4765,231778,
15293,20180524,CHFJPY,110.186,110.5545,110.8045,109.915,204683,
15294,20180525,CHFJPY,110.5015,110.186,110.649,109.969,192919,
15296,20180528,CHFJPY,110.1035,110.708,110.7605,109.77,145836,
15297,20180529,CHFJPY,109.7155,110.1035,110.1815,109.012,229160,
15298,20180530,CHFJPY,110.0965,109.7155,110.2845,109.223,208006,
15299,20180531,CHFJPY,110.3855,110.0965,110.6205,109.8025,181137,
15300,20180601,CHFJPY,110.8485,110.3855,111.013,110.328,152339,
15301,20180603,CHFJPY,110.6955,110.8485,110.892,110.6945,13,
15302,20180604,CHFJPY,111.1415,110.6955,111.4355,110.6955,114700,
15303,20180605,CHFJPY,111.52,111.1415,111.5225,111.0235,129946,
15304,20180606,CHFJPY,111.699,111.52,111.931,111.4005,129769,
15305,20180607,CHFJPY,111.8895,111.699,112.204,111.4565,146748,
15306,20180608,CHFJPY,111.21,111.8895,112.0185,110.761,126050,
15308,20180611,CHFJPY,111.6695,110.968,111.7485,110.968,115667,
15309,20180612,CHFJPY,111.8585,111.6695,112.189,111.546,139618,
15310,20180613,CHFJPY,111.9655,111.8585,112.1985,111.7895,114345,
15311,20180614,CHFJPY,110.957,111.9655,112.069,110.9145,127487,
15312,20180615,CHFJPY,110.926,110.957,111.1415,110.709,144875,
15314,20180618,CHFJPY,111.0905,111.0425,111.172,110.6395,87711,
15315,20180619,CHFJPY,110.6635,111.0905,111.109,110.1185,159726,
15316,20180620,CHFJPY,110.7825,110.6635,110.887,110.3065,121314,
15317,20180621,CHFJPY,110.8765,110.7825,111.159,110.605,143433,
15318,20180622,CHFJPY,111.3435,110.8765,111.427,110.7895,110672,
15320,20180625,CHFJPY,111.2205,111.125,111.499,110.674,115781,
15321,20180626,CHFJPY,111.052,111.2205,111.2675,110.77,111990,
15322,20180627,CHFJPY,110.573,111.052,111.149,110.524,142994,
15323,20180628,CHFJPY,110.771,110.573,110.8515,110.3055,172263,
15324,20180629,CHFJPY,111.7495,110.771,111.9135,110.6525,248299,
15326,20180702,CHFJPY,111.608,111.776,111.9855,111.187,216696,
15327,20180703,CHFJPY,111.4305,111.608,111.944,111.323,203932,
15328,20180704,CHFJPY,111.2955,111.4305,111.5075,111.1865,146724,
15329,20180705,CHFJPY,111.374,111.2955,111.6715,111.01,217456,
15330,20180706,CHFJPY,111.5885,111.374,111.7565,111.253,201231,
15332,20180709,CHFJPY,111.7945,111.5465,112.039,111.473,196856,
15333,20180710,CHFJPY,111.911,111.7945,112.1755,111.705,235657,
15334,20180711,CHFJPY,112.473,111.911,112.578,111.602,317561,
15335,20180712,CHFJPY,112.2875,112.473,112.971,112.1975,219637,
15336,20180713,CHFJPY,112.155,112.2875,112.4665,111.86,212981,
15338,20180716,CHFJPY,112.653,112.039,112.714,111.996,205452,
15339,20180717,CHFJPY,112.864,112.653,113.2645,112.5555,261832,
15340,20180718,CHFJPY,112.9565,112.864,113.021,112.6545,248565,
15341,20180719,CHFJPY,112.5635,112.9565,113.0165,112.476,287077,
15342,20180720,CHFJPY,112.265,112.5635,112.681,112.2075,312859,
15343,20180722,CHFJPY,112.2525,112.265,112.255,112.093,228,
15344,20180723,CHFJPY,112.1895,112.2525,112.3945,111.8495,265045,
15345,20180724,CHFJPY,111.9125,112.1895,112.2975,111.741,266563,
15346,20180725,CHFJPY,111.8885,111.9125,112.1705,111.534,290186,
15347,20180726,CHFJPY,111.882,111.8885,112.0185,111.4895,275723,
15348,20180727,CHFJPY,111.6255,111.882,111.934,111.327,225905,
15350,20180730,CHFJPY,112.367,111.4555,112.4,111.4555,193689,
15351,20180731,CHFJPY,112.953,112.367,113.1855,112.1355,279419,
15352,20180801,CHFJPY,112.6095,112.953,113.1045,112.4275,192021,
15353,20180802,CHFJPY,112.185,112.6095,112.659,111.917,211374,
15354,20180803,CHFJPY,111.8725,112.185,112.3855,111.8125,191369,
15356,20180806,CHFJPY,111.7565,111.909,111.9715,111.6295,141248,
15357,20180807,CHFJPY,111.8765,111.7565,111.9655,111.651,161084,
15358,20180808,CHFJPY,111.7235,111.8765,112.0275,111.3335,163845,
15359,20180809,CHFJPY,111.8015,111.7235,112.0975,111.462,185403,
15360,20180810,CHFJPY,111.3745,111.8015,111.863,111.0815,290784,
15361,20180812,CHFJPY,111.2105,111.3745,111.242,110.8815,1886,
15362,20180813,CHFJPY,111.4645,111.2105,111.6365,110.7065,224341,
15363,20180814,CHFJPY,111.7945,111.4645,112.0895,111.317,218869,
15364,20180815,CHFJPY,111.461,111.7945,111.947,110.9685,284441,
15365,20180816,CHFJPY,111.246,111.461,111.8135,111.194,293965,
15366,20180817,CHFJPY,110.9885,111.246,111.342,110.817,247000,
15367,20180819,CHFJPY,111.0935,110.9885,111.1715,110.9885,207,
15368,20180820,CHFJPY,111.0095,111.0935,111.24,110.9445,179845,
15369,20180821,CHFJPY,111.929,111.0095,112.1505,110.9325,245683,
15370,20180822,CHFJPY,112.4565,111.929,112.521,111.776,202672,
15371,20180823,CHFJPY,112.85,112.4565,112.969,112.384,214451,
15372,20180824,CHFJPY,113.122,112.85,113.309,112.7825,234146,
15373,20180826,CHFJPY,113.1275,113.122,113.2355,113.0895,276,
15374,20180827,CHFJPY,113.3585,113.1275,113.4575,112.7945,179540,
15375,20180828,CHFJPY,113.903,113.3585,113.971,113.2875,213769,
15376,20180829,CHFJPY,115.073,113.903,115.119,113.7295,222372,
15377,20180830,CHFJPY,114.5165,115.073,115.298,114.442,208199,
15378,20180831,CHFJPY,114.6595,114.5165,114.9425,114.2805,252593,
15380,20180903,CHFJPY,114.5875,114.528,114.6855,114.278,128118,
15381,20180904,CHFJPY,114.321,114.5875,114.7535,114.0285,218403,
15382,20180905,CHFJPY,114.7665,114.321,114.9425,114.2225,233712,
15383,20180906,CHFJPY,114.7375,114.7665,114.94,114.4065,212049,
15384,20180907,CHFJPY,114.577,114.7375,115.1005,114.3375,230971,
15385,20180909,CHFJPY,114.6235,114.577,114.646,114.4645,216,
15386,20180910,CHFJPY,113.9725,114.6235,114.673,113.9415,150007,
15387,20180911,CHFJPY,114.8055,113.9725,114.819,113.9025,168643,
15388,20180912,CHFJPY,114.606,114.8055,114.836,114.322,153542,
15389,20180913,CHFJPY,115.943,114.606,116.009,114.549,158173,
15390,20180914,CHFJPY,115.8415,115.943,116.1025,115.748,180143,
15392,20180917,CHFJPY,116.199,115.781,116.469,115.693,134184,
15393,20180918,CHFJPY,116.49,116.199,116.9155,115.984,209818,
15394,20180919,CHFJPY,116.086,116.49,116.5965,115.7485,188982,
15395,20180920,CHFJPY,117.3055,116.086,117.324,115.879,196003,
15396,20180921,CHFJPY,117.472,117.3055,118.0695,117.25,196190,
15397,20180923,CHFJPY,117.2015,117.472,117.3305,117.028,843,
15398,20180924,CHFJPY,116.9405,117.2015,117.5625,116.838,148704,
15399,20180925,CHFJPY,117.074,116.9405,117.1785,116.71,185018,
15400,20180926,CHFJPY,116.6965,117.074,117.208,116.456,219165,
15401,20180927,CHFJPY,116.025,116.6965,116.923,115.909,237337,
15402,20180928,CHFJPY,115.7895,116.025,116.447,115.708,208837,
15403,20180930,CHFJPY,115.949,115.7895,116.169,115.7895,566,
15404,20181001,CHFJPY,115.8015,115.949,116.1795,115.69,164833,
15405,20181002,CHFJPY,115.5025,115.8015,115.9615,115.2895,196091,
15406,20181003,CHFJPY,115.4155,115.5025,115.736,115.101,209906,
15407,20181004,CHFJPY,114.8695,115.4155,115.6165,114.563,241145,
15408,20181005,CHFJPY,114.635,114.8695,114.993,114.4125,245325,
15409,20181007,CHFJPY,114.64,114.635,114.805,114.5665,192,
15410,20181008,CHFJPY,114.0925,114.64,114.867,113.6415,171813,
15411,20181009,CHFJPY,113.872,114.0925,114.1185,113.671,290447,
15412,20181010,CHFJPY,113.381,113.872,114.225,113.356,295853,
15413,20181011,CHFJPY,113.36,113.381,113.8455,113.074,482159,
15414,20181012,CHFJPY,113.147,113.36,113.678,112.912,316938,
15415,20181014,CHFJPY,113.222,113.147,113.4565,113.1645,722,
15416,20181015,CHFJPY,113.2435,113.222,113.512,112.771,298207,
15417,20181016,CHFJPY,113.3115,113.2435,113.7055,113.125,252317,
15418,20181017,CHFJPY,113.1865,113.3115,113.4865,112.837,271191,
15419,20181018,CHFJPY,112.689,113.1865,113.4675,112.5215,339479,
15420,20181019,CHFJPY,112.9235,112.689,113.101,112.588,342809,
15422,20181022,CHFJPY,113.2645,113.087,113.425,112.6925,254047,
15423,20181023,CHFJPY,113.0205,113.2645,113.314,112.483,327083,
15424,20181024,CHFJPY,112.499,113.0205,113.2215,112.4105,369385,
15425,20181025,CHFJPY,112.458,112.499,112.636,112.183,334097,
15426,20181026,CHFJPY,112.2025,112.458,112.5375,111.5595,420318,
15428,20181029,CHFJPY,112.16,112.1215,112.5385,111.897,313334,
15429,20181030,CHFJPY,112.532,112.16,112.7705,112.102,333403,
15430,20181031,CHFJPY,111.987,112.532,112.7465,111.957,286415,
15431,20181101,CHFJPY,112.476,111.987,112.683,111.866,279957,
15432,20181102,CHFJPY,112.8075,112.476,113.235,112.2875,297394,
15434,20181105,CHFJPY,112.695,112.8095,112.931,112.4875,212544,
15435,20181106,CHFJPY,113.1455,112.695,113.187,112.5605,185599,
15436,20181107,CHFJPY,113.259,113.1455,113.747,112.955,316873,
15437,20181108,CHFJPY,113.3845,113.259,113.578,113.179,225850,
15438,20181109,CHFJPY,113.1895,113.3845,113.456,112.849,218305,
15440,20181112,CHFJPY,112.606,113.2215,113.3655,112.5345,252731,
15441,20181113,CHFJPY,113.013,112.606,113.0905,112.454,277165,
15442,20181114,CHFJPY,112.935,113.013,113.2905,112.6905,303005,
15443,20181115,CHFJPY,112.8875,112.935,113.0345,112.496,330019,
15444,20181116,CHFJPY,112.842,112.8875,112.9635,112.1935,271089,
15446,20181119,CHFJPY,113.282,112.72,113.324,112.636,240951,
15447,20181120,CHFJPY,113.357,113.282,113.51,113.046,264523,
15448,20181121,CHFJPY,113.7035,113.357,113.862,113.233,215144,
15449,20181122,CHFJPY,113.48,113.7035,113.8895,113.428,146936,
15450,20181123,CHFJPY,113.248,113.48,113.665,113.043,171711,
15452,20181126,CHFJPY,113.7495,113.2335,113.8085,113.161,194697,
15453,20181127,CHFJPY,113.9515,113.7495,113.9945,113.5215,228316,
15454,20181128,CHFJPY,114.3945,113.9515,114.42,113.794,208693,
15455,20181129,CHFJPY,113.9595,114.3945,114.428,113.632,214130,
15456,20181130,CHFJPY,113.5845,113.9595,114.0235,113.521,196101,
15458,20181203,CHFJPY,113.887,113.8605,113.9845,113.594,190599,
15459,20181204,CHFJPY,113.0655,113.887,113.912,112.868,255327,
15460,20181205,CHFJPY,113.4515,113.0655,113.499,112.9445,142867,
15461,20181206,CHFJPY,113.487,113.4515,113.519,112.902,346694,
15462,20181207,CHFJPY,113.867,113.487,113.9225,113.395,259279,
15463,20181209,CHFJPY,113.5855,113.867,113.622,113.4905,264,
15464,20181210,CHFJPY,114.444,113.5855,114.485,113.5855,288501,
15465,20181211,CHFJPY,114.143,114.444,114.6395,114.014,288013,
15466,20181212,CHFJPY,114.0225,114.143,114.392,113.8255,288018,
15467,20181213,CHFJPY,114.2855,114.0225,114.448,113.966,261103,
15468,20181214,CHFJPY,113.6035,114.2855,114.3905,113.484,251652,
15470,20181217,CHFJPY,113.6195,113.755,114.1685,113.48,335393,
15471,20181218,CHFJPY,113.351,113.6195,113.679,113.2605,301683,
15472,20181219,CHFJPY,113.088,113.351,113.429,112.8675,346023,
15473,20181220,CHFJPY,112.654,113.088,113.2665,112.2475,421943,
15474,20181221,CHFJPY,111.724,112.654,112.9115,111.6815,352712,
15476,20181224,CHFJPY,111.7205,111.4325,111.9455,111.4325,237838,
15477,20181226,CHFJPY,111.8405,111.7205,112.0405,111.3865,173307,
15478,20181227,CHFJPY,112.428,111.8405,112.555,111.708,312394,
15479,20181228,CHFJPY,112.122,112.428,112.744,111.9885,235438,
15480,20181231,CHFJPY,111.5155,112.122,112.2905,111.283,185861,
15481,20190102,CHFJPY,110.0085,111.5155,111.4635,109.97,295757,
15482,20190103,CHFJPY,109.1095,110.0085,110.003,106.2665,484851,
15483,20190104,CHFJPY,109.983,109.1095,110.0875,108.994,431887,
15485,20190107,CHFJPY,110.97,109.98,111.0205,109.773,287737,
15486,20190108,CHFJPY,110.812,110.97,111.1845,110.6025,332786,
15487,20190109,CHFJPY,111.009,110.812,111.311,110.6985,396924,
15488,20190110,CHFJPY,110.1575,111.009,111.192,110.0795,317620,
15489,20190111,CHFJPY,110.3365,110.1575,110.3915,110.053,294400,
15490,20190113,CHFJPY,110.2425,110.3365,110.253,110.0545,236,
15491,20190114,CHFJPY,110.26,110.2425,110.4865,109.849,260948,
15492,20190115,CHFJPY,110.0355,110.26,110.84,109.6155,387571,
15493,20190116,CHFJPY,110.1595,110.0355,110.2455,109.6855,298687,
15494,20190117,CHFJPY,109.882,110.1595,110.2515,109.485,327437,
15495,20190118,CHFJPY,110.259,109.882,110.3735,109.7155,300777,
15497,20190121,CHFJPY,109.9565,110.3255,110.3445,109.781,167158,
15498,20190122,CHFJPY,109.67,109.9565,110.0005,109.4695,271070,
15499,20190123,CHFJPY,110.1775,109.67,110.2515,109.5785,321571,
15500,20190124,CHFJPY,110.0455,110.1775,110.4465,109.902,361479,
15501,20190125,CHFJPY,110.2815,110.0455,110.622,109.9165,369693,
15502,20190127,CHFJPY,110.2945,110.2815,110.347,110.259,218,
15503,20190128,CHFJPY,110.2265,110.2945,110.4165,110.087,304608,
15504,20190129,CHFJPY,110.0075,110.2265,110.44,109.82,321768,
15505,20190130,CHFJPY,109.6695,110.0075,110.037,109.495,364086,
15506,20190131,CHFJPY,109.4995,109.6695,109.7885,109.123,346081,
15507,20190201,CHFJPY,110.0235,109.4995,110.2475,109.321,317601,
15509,20190204,CHFJPY,110.1325,110.0685,110.342,109.9095,276502,
15510,20190205,CHFJPY,109.9825,110.1325,110.2545,109.73,280918,
15511,20190206,CHFJPY,109.7135,109.9825,110.048,109.512,284057,
15512,20190207,CHFJPY,109.5665,109.7135,109.8165,109.472,287796,
15513,20190208,CHFJPY,109.7375,109.5665,109.8395,109.417,238241,
15515,20190211,CHFJPY,109.9545,109.686,110.1365,108.7085,241623,
15516,20190212,CHFJPY,109.761,109.9545,110.1835,109.4145,250257,
15517,20190213,CHFJPY,109.9915,109.761,110.1575,109.6945,238033,
15518,20190214,CHFJPY,109.923,109.9915,110.2295,109.8135,283120,
15519,20190215,CHFJPY,109.889,109.923,110.017,109.5265,266216,
15520,20190217,CHFJPY,109.9055,109.889,109.961,109.7075,150,
15521,20190218,CHFJPY,110.159,109.9055,110.318,109.8655,155664,
15522,20190219,CHFJPY,110.5015,110.159,110.593,109.8835,240993,
15523,20190220,CHFJPY,110.742,110.5015,110.8745,110.3895,254930,
15524,20190221,CHFJPY,110.5675,110.742,110.8445,110.463,270156,
15525,20190222,CHFJPY,110.6225,110.5675,110.8405,110.49,237543,
15526,20190224,CHFJPY,110.6355,110.6225,110.742,110.6115,159,
15527,20190225,CHFJPY,110.9805,110.6355,111.15,110.5395,244162,
15528,20190226,CHFJPY,110.5975,110.9805,111.0585,110.5135,225353,
15529,20190227,CHFJPY,110.8325,110.5975,111.095,110.3755,235507,
15530,20190228,CHFJPY,111.6025,110.8325,111.797,110.7505,271111,
15531,20190301,CHFJPY,112.0165,111.6025,112.171,111.5375,238732,
15532,20190303,CHFJPY,112.119,112.0165,112.1705,111.9615,798,
15533,20190304,CHFJPY,111.8605,112.119,112.1355,111.631,238280,
15534,20190305,CHFJPY,111.4325,111.8605,111.993,111.3025,219161,
15535,20190306,CHFJPY,111.213,111.4325,111.454,111.1485,214946,
15536,20190307,CHFJPY,110.3265,111.213,111.285,110.177,280527,
15537,20190308,CHFJPY,110.2835,110.3265,110.443,109.889,292679,
15538,20190310,CHFJPY,110.1495,110.2835,110.312,110.12,161,
15539,20190311,CHFJPY,110.039,110.1495,110.416,109.9335,224250,
15540,20190312,CHFJPY,110.4965,110.039,110.6515,109.9915,292511,
15541,20190313,CHFJPY,110.733,110.4965,110.855,110.3225,271738,
15542,20190314,CHFJPY,111.2845,110.733,111.337,110.709,315752,
15543,20190315,CHFJPY,111.2315,111.2845,111.4705,111.0315,274949,
15544,20190317,CHFJPY,111.2005,111.2315,111.276,111.1555,107,
15545,20190318,CHFJPY,111.2865,111.2005,111.5245,111.2005,220725,
15546,20190319,CHFJPY,111.4955,111.2865,111.552,111.1045,206288,
15547,20190320,CHFJPY,111.5655,111.4955,111.9555,111.4075,321083,
15548,20190321,CHFJPY,111.705,111.5655,111.7665,111.084,300179,
15549,20190322,CHFJPY,110.6335,111.705,111.793,110.417,401871,
15551,20190325,CHFJPY,110.8075,110.6205,111.0245,110.371,286440,
15552,20190326,CHFJPY,111.2435,110.8075,111.28,110.74,293143,
15553,20190327,CHFJPY,111.079,111.2435,111.3765,110.8545,377503,
15554,20190328,CHFJPY,111.1085,111.079,111.189,110.4885,357651,
15555,20190329,CHFJPY,111.3925,111.1085,111.4615,111.0065,313692,
15556,20190331,CHFJPY,111.6085,111.3925,111.6995,111.409,2628,
15557,20190401,CHFJPY,111.484,111.6085,111.7465,111.345,281447,
15558,20190402,CHFJPY,111.5515,111.484,111.6445,111.325,241708,
15559,20190403,CHFJPY,111.6855,111.5515,111.953,111.4315,250791,
15560,20190404,CHFJPY,111.655,111.6855,111.8,111.4885,207470,
15561,20190405,CHFJPY,111.7,111.655,111.794,111.567,211098,
15563,20190408,CHFJPY,111.596,111.6935,111.756,111.4185,187470,
15564,20190409,CHFJPY,111.145,111.596,111.6645,111.0415,224744,
15565,20190410,CHFJPY,110.7315,111.145,111.2325,110.5885,272219,
15566,20190411,CHFJPY,111.278,110.7315,111.3125,110.6335,214661,
15567,20190412,CHFJPY,111.7365,111.278,111.9755,111.243,221810,
15568,20190414,CHFJPY,111.752,111.7365,111.7855,111.645,152,
15569,20190415,CHFJPY,111.5925,111.752,111.827,111.499,174012,
15570,20190416,CHFJPY,111.1305,111.5925,111.6255,111.089,232000,
15571,20190417,CHFJPY,110.8345,111.1305,111.2595,110.787,215654,
15572,20190418,CHFJPY,110.2615,110.8345,110.9055,110.18,208985,
15573,20190419,CHFJPY,110.3225,110.2615,110.467,110.193,246354,
15575,20190422,CHFJPY,110.219,110.379,110.3925,110.1635,106607,
15576,20190423,CHFJPY,109.669,110.219,110.2635,109.456,205115,
15577,20190424,CHFJPY,109.931,109.669,110.011,109.4805,221744,
15578,20190425,CHFJPY,109.476,109.931,110.0345,109.29,211959,
15579,20190426,CHFJPY,109.512,109.476,109.661,109.327,207441,
15580,20190428,CHFJPY,109.4885,109.512,109.5745,109.476,162,
15581,20190429,CHFJPY,109.5675,109.4885,109.756,109.4885,128675,
15582,20190430,CHFJPY,109.369,109.5675,109.619,109.146,224139,
15583,20190501,CHFJPY,109.494,109.369,109.792,109.3265,202241,
15584,20190502,CHFJPY,109.416,109.494,109.701,109.3275,214708,
15585,20190503,CHFJPY,109.303,109.416,109.4765,109.168,235783,
15586,20190505,CHFJPY,108.903,109.303,109.0415,108.563,1666,
15587,20190506,CHFJPY,108.8435,108.903,109.116,108.5555,224674,
15588,20190507,CHFJPY,108.1455,108.8435,109.023,107.9335,265060,
15589,20190508,CHFJPY,107.907,108.1455,108.278,107.8515,301846,
15590,20190509,CHFJPY,108.1345,107.907,108.2835,107.615,327008,
15591,20190510,CHFJPY,108.6555,108.1345,108.7955,108.0415,333371,
15593,20190513,CHFJPY,108.6075,108.5,108.925,108.393,292117,
15594,20190514,CHFJPY,108.662,108.6075,109.0025,108.547,228501,
15595,20190515,CHFJPY,108.6415,108.662,108.8765,108.315,254568,
15596,20190516,CHFJPY,108.7685,108.6415,108.901,108.478,204942,
15597,20190517,CHFJPY,108.8695,108.7685,108.984,108.3715,248878,
15599,20190520,CHFJPY,109.1315,108.943,109.1325,108.8,202816,
15600,20190521,CHFJPY,109.281,109.1315,109.6265,108.8795,219130,
15601,20190522,CHFJPY,109.291,109.281,109.633,109.117,192894,
15602,20190523,CHFJPY,109.261,109.291,109.4135,108.928,288459,
15603,20190524,CHFJPY,109.0855,109.261,109.4235,109.068,212074,
15604,20190526,CHFJPY,109.066,109.0855,109.148,109.059,147,
15605,20190527,CHFJPY,109.1095,109.066,109.2715,108.8445,106248,
15606,20190528,CHFJPY,108.5375,109.1095,109.166,108.473,242108,
15607,20190529,CHFJPY,108.6825,108.5375,108.7635,108.3995,258663,
15608,20190530,CHFJPY,108.754,108.6825,108.9995,108.624,208157,
15609,20190531,CHFJPY,108.2125,108.754,108.82,107.923,324721,
15610,20190602,CHFJPY,108.1615,108.2125,108.197,108.059,213,
15611,20190603,CHFJPY,108.8705,108.1615,108.9225,108.0835,309256,
15612,20190604,CHFJPY,109.0115,108.8705,109.101,108.6465,287450,
15613,20190605,CHFJPY,109.0285,109.0115,109.4265,108.922,289390,
15614,20190606,CHFJPY,109.3405,109.0285,109.452,108.631,279476,
15615,20190607,CHFJPY,109.5105,109.3405,109.645,109.111,273273,
15617,20190610,CHFJPY,109.5585,109.648,109.7445,109.479,199713,
15618,20190611,CHFJPY,109.3485,109.5585,109.757,109.2845,204707,
15619,20190612,CHFJPY,108.9885,109.3485,109.4235,108.953,239129,
15620,20190613,CHFJPY,109.039,108.9885,109.322,108.742,232285,
15621,20190614,CHFJPY,108.71,109.039,109.125,108.4845,229071,
15622,20190616,CHFJPY,108.663,108.71,108.6875,108.503,362,
15623,20190617,CHFJPY,108.6295,108.663,108.9085,108.5895,212422,
15624,20190618,CHFJPY,108.4205,108.6295,108.7285,108.2185,375692,
15625,20190619,CHFJPY,108.731,108.4205,108.919,108.247,326704,
15626,20190620,CHFJPY,109.3075,108.731,109.6155,108.572,440239,
15627,20190621,CHFJPY,109.9175,109.3075,110.006,109.0105,388818,
15628,20190623,CHFJPY,109.863,109.9175,109.978,109.855,197,
15629,20190624,CHFJPY,110.39,109.863,110.5035,109.8,268046,
15630,20190625,CHFJPY,109.8775,110.39,110.495,109.527,432968,
15631,20190626,CHFJPY,110.217,109.8775,110.393,109.8165,343854,
15632,20190627,CHFJPY,110.374,110.217,110.444,110.026,276165,
15633,20190628,CHFJPY,110.561,110.374,110.614,110.221,278684,
